Income_level,Single_no_children,Married_no_children,Single_one_child,Married_one_child,Single_two_children,Married_two_children,Single_three_children,Married_three_children
42822,0,0,0,650.6784,817.4048,2038.885,1545.905,2767.385
42823,0,0,0,650.5186,817.1942,2038.674,1545.694,2767.174
42824,0,0,0,650.3588,816.9836,2038.464,1545.484,2766.964
42825,0,0,0,650.199,816.773,2038.253,1545.273,2766.753
42826,0,0,0,650.0392,816.5624,2038.042,1545.062,2766.542
42827,0,0,0,649.8794,816.3518,2037.832,1544.852,2766.332
42828,0,0,0,649.7196,816.1412,2037.621,1544.641,2766.121
42829,0,0,0,649.5598,815.9306,2037.411,1544.431,2765.911
42830,0,0,0,649.4,815.72,2037.2,1544.22,2765.7
42831,0,0,0,649.2402,815.5094,2036.989,1544.009,2765.489
42832,0,0,0,649.0804,815.2988,2036.779,1543.799,2765.279
42833,0,0,0,648.9206,815.0882,2036.568,1543.588,2765.068
42834,0,0,0,648.7608,814.8776,2036.358,1543.378,2764.858
42835,0,0,0,648.601,814.667,2036.147,1543.167,2764.647
42836,0,0,0,648.4412,814.4564,2035.936,1542.956,2764.436
42837,0,0,0,648.2814,814.2458,2035.726,1542.746,2764.226
42838,0,0,0,648.1216,814.0352,2035.515,1542.535,2764.015
42839,0,0,0,647.9618,813.8246,2035.305,1542.325,2763.805
42840,0,0,0,647.802,813.614,2035.094,1542.114,2763.594
42841,0,0,0,647.6422,813.4034,2034.883,1541.903,2763.383
42842,0,0,0,647.4824,813.1928,2034.673,1541.693,2763.173
42843,0,0,0,647.3226,812.9822,2034.462,1541.482,2762.962
42844,0,0,0,647.1628,812.7716,2034.252,1541.272,2762.752
42845,0,0,0,647.003,812.561,2034.041,1541.061,2762.541
42846,0,0,0,646.8432,812.3504,2033.83,1540.85,2762.33
42847,0,0,0,646.6834,812.1398,2033.62,1540.64,2762.12
42848,0,0,0,646.5236,811.9292,2033.409,1540.429,2761.909
42849,0,0,0,646.3638,811.7186,2033.199,1540.219,2761.699
42850,0,0,0,646.204,811.508,2032.988,1540.008,2761.488
42851,0,0,0,646.0442,811.2974,2032.777,1539.797,2761.277
42852,0,0,0,645.8844,811.0868,2032.567,1539.587,2761.067
42853,0,0,0,645.7246,810.8762,2032.356,1539.376,2760.856
42854,0,0,0,645.5648,810.6656,2032.146,1539.166,2760.646
42855,0,0,0,645.405,810.455,2031.935,1538.955,2760.435
42856,0,0,0,645.2452,810.2444,2031.724,1538.744,2760.224
42857,0,0,0,645.0854,810.0338,2031.514,1538.534,2760.014
42858,0,0,0,644.9256,809.8232,2031.303,1538.323,2759.803
42859,0,0,0,644.7658,809.6126,2031.093,1538.113,2759.593
42860,0,0,0,644.606,809.402,2030.882,1537.902,2759.382
42861,0,0,0,644.4462,809.1914,2030.671,1537.691,2759.171
42862,0,0,0,644.2864,808.9808,2030.461,1537.481,2758.961
42863,0,0,0,644.1266,808.7702,2030.25,1537.27,2758.75
42864,0,0,0,643.9668,808.5596,2030.04,1537.06,2758.54
42865,0,0,0,643.807,808.349,2029.829,1536.849,2758.329
42866,0,0,0,643.6472,808.1384,2029.618,1536.638,2758.118
42867,0,0,0,643.4874,807.9278,2029.408,1536.428,2757.908
42868,0,0,0,643.3276,807.7172,2029.197,1536.217,2757.697
42869,0,0,0,643.1678,807.5066,2028.987,1536.007,2757.487
42870,0,0,0,643.008,807.296,2028.776,1535.796,2757.276
42871,0,0,0,642.8482,807.0854,2028.565,1535.585,2757.065
42872,0,0,0,642.6884,806.8748,2028.355,1535.375,2756.855
42873,0,0,0,642.5286,806.6642,2028.144,1535.164,2756.644
42874,0,0,0,642.3688,806.4536,2027.934,1534.954,2756.434
42875,0,0,0,642.209,806.243,2027.723,1534.743,2756.223
42876,0,0,0,642.0492,806.0324,2027.512,1534.532,2756.012
42877,0,0,0,641.8894,805.8218,2027.302,1534.322,2755.802
42878,0,0,0,641.7296,805.6112,2027.091,1534.111,2755.591
42879,0,0,0,641.5698,805.4006,2026.881,1533.901,2755.381
42880,0,0,0,641.41,805.19,2026.67,1533.69,2755.17
42881,0,0,0,641.2502,804.9794,2026.459,1533.479,2754.959
42882,0,0,0,641.0904,804.7688,2026.249,1533.269,2754.749
42883,0,0,0,640.9306,804.5582,2026.038,1533.058,2754.538
42884,0,0,0,640.7708,804.3476,2025.828,1532.848,2754.328
42885,0,0,0,640.611,804.137,2025.617,1532.637,2754.117
42886,0,0,0,640.4512,803.9264,2025.406,1532.426,2753.906
42887,0,0,0,640.2914,803.7158,2025.196,1532.216,2753.696
42888,0,0,0,640.1316,803.5052,2024.985,1532.005,2753.485
42889,0,0,0,639.9718,803.2946,2024.775,1531.795,2753.275
42890,0,0,0,639.812,803.084,2024.564,1531.584,2753.064
42891,0,0,0,639.6522,802.8734,2024.353,1531.373,2752.853
42892,0,0,0,639.4924,802.6628,2024.143,1531.163,2752.643
42893,0,0,0,639.3326,802.4522,2023.932,1530.952,2752.432
42894,0,0,0,639.1728,802.2416,2023.722,1530.742,2752.222
42895,0,0,0,639.013,802.031,2023.511,1530.531,2752.011
42896,0,0,0,638.8532,801.8204,2023.3,1530.32,2751.8
42897,0,0,0,638.6934,801.6098,2023.09,1530.11,2751.59
42898,0,0,0,638.5336,801.3992,2022.879,1529.899,2751.379
42899,0,0,0,638.3738,801.1886,2022.669,1529.689,2751.169
42900,0,0,0,638.214,800.978,2022.458,1529.478,2750.958
42901,0,0,0,638.0542,800.7674,2022.247,1529.267,2750.747
42902,0,0,0,637.8944,800.5568,2022.037,1529.057,2750.537
42903,0,0,0,637.7346,800.3462,2021.826,1528.846,2750.326
42904,0,0,0,637.5748,800.1356,2021.616,1528.636,2750.116
42905,0,0,0,637.415,799.925,2021.405,1528.425,2749.905
42906,0,0,0,637.2552,799.7144,2021.194,1528.214,2749.694
42907,0,0,0,637.0954,799.5038,2020.984,1528.004,2749.484
42908,0,0,0,636.9356,799.2932,2020.773,1527.793,2749.273
42909,0,0,0,636.7758,799.0826,2020.563,1527.583,2749.063
42910,0,0,0,636.616,798.872,2020.352,1527.372,2748.852
42911,0,0,0,636.4562,798.6614,2020.141,1527.161,2748.641
42912,0,0,0,636.2964,798.4508,2019.931,1526.951,2748.431
42913,0,0,0,636.1366,798.2402,2019.72,1526.74,2748.22
42914,0,0,0,635.9768,798.0296,2019.51,1526.53,2748.01
42915,0,0,0,635.817,797.819,2019.299,1526.319,2747.799
42916,0,0,0,635.6572,797.6084,2019.088,1526.108,2747.588
42917,0,0,0,635.4974,797.3978,2018.878,1525.898,2747.378
42918,0,0,0,635.3376,797.1872,2018.667,1525.687,2747.167
42919,0,0,0,635.1778,796.9766,2018.457,1525.477,2746.957
42920,0,0,0,635.018,796.766,2018.246,1525.266,2746.746
42921,0,0,0,634.8582,796.5554,2018.035,1525.055,2746.535
42922,0,0,0,634.6984,796.3448,2017.825,1524.845,2746.325
42923,0,0,0,634.5386,796.1342,2017.614,1524.634,2746.114
42924,0,0,0,634.3788,795.9236,2017.404,1524.424,2745.904
42925,0,0,0,634.219,795.713,2017.193,1524.213,2745.693
42926,0,0,0,634.0592,795.5024,2016.982,1524.002,2745.482
42927,0,0,0,633.8994,795.2918,2016.772,1523.792,2745.272
42928,0,0,0,633.7396,795.0812,2016.561,1523.581,2745.061
42929,0,0,0,633.5798,794.8706,2016.351,1523.371,2744.851
42930,0,0,0,633.42,794.66,2016.14,1523.16,2744.64
42931,0,0,0,633.2602,794.4494,2015.929,1522.949,2744.429
42932,0,0,0,633.1004,794.2388,2015.719,1522.739,2744.219
42933,0,0,0,632.9406,794.0282,2015.508,1522.528,2744.008
42934,0,0,0,632.7808,793.8176,2015.298,1522.318,2743.798
42935,0,0,0,632.621,793.607,2015.087,1522.107,2743.587
42936,0,0,0,632.4612,793.3964,2014.876,1521.896,2743.376
42937,0,0,0,632.3014,793.1858,2014.666,1521.686,2743.166
42938,0,0,0,632.1416,792.9752,2014.455,1521.475,2742.955
42939,0,0,0,631.9818,792.7646,2014.245,1521.265,2742.745
42940,0,0,0,631.822,792.554,2014.034,1521.054,2742.534
42941,0,0,0,631.6622,792.3434,2013.823,1520.843,2742.323
42942,0,0,0,631.5024,792.1328,2013.613,1520.633,2742.113
42943,0,0,0,631.3426,791.9222,2013.402,1520.422,2741.902
42944,0,0,0,631.1828,791.7116,2013.192,1520.212,2741.692
42945,0,0,0,631.023,791.501,2012.981,1520.001,2741.481
42946,0,0,0,630.8632,791.2904,2012.77,1519.79,2741.27
42947,0,0,0,630.7034,791.0798,2012.56,1519.58,2741.06
42948,0,0,0,630.5436,790.8692,2012.349,1519.369,2740.849
42949,0,0,0,630.3838,790.6586,2012.139,1519.159,2740.639
42950,0,0,0,630.224,790.448,2011.928,1518.948,2740.428
42951,0,0,0,630.0642,790.2374,2011.717,1518.737,2740.217
42952,0,0,0,629.9044,790.0268,2011.507,1518.527,2740.007
42953,0,0,0,629.7446,789.8162,2011.296,1518.316,2739.796
42954,0,0,0,629.5848,789.6056,2011.086,1518.106,2739.586
42955,0,0,0,629.425,789.395,2010.875,1517.895,2739.375
42956,0,0,0,629.2652,789.1844,2010.664,1517.684,2739.164
42957,0,0,0,629.1054,788.9738,2010.454,1517.474,2738.954
42958,0,0,0,628.9456,788.7632,2010.243,1517.263,2738.743
42959,0,0,0,628.7858,788.5526,2010.033,1517.053,2738.533
42960,0,0,0,628.626,788.342,2009.822,1516.842,2738.322
42961,0,0,0,628.4662,788.1314,2009.611,1516.631,2738.111
42962,0,0,0,628.3064,787.9208,2009.401,1516.421,2737.901
42963,0,0,0,628.1466,787.7102,2009.19,1516.21,2737.69
42964,0,0,0,627.9868,787.4996,2008.98,1516,2737.48
42965,0,0,0,627.827,787.289,2008.769,1515.789,2737.269
42966,0,0,0,627.6672,787.0784,2008.558,1515.578,2737.058
42967,0,0,0,627.5074,786.8678,2008.348,1515.368,2736.848
42968,0,0,0,627.3476,786.6572,2008.137,1515.157,2736.637
42969,0,0,0,627.1878,786.4466,2007.927,1514.947,2736.427
42970,0,0,0,627.028,786.236,2007.716,1514.736,2736.216
42971,0,0,0,626.8682,786.0254,2007.505,1514.525,2736.005
42972,0,0,0,626.7084,785.8148,2007.295,1514.315,2735.795
42973,0,0,0,626.5486,785.6042,2007.084,1514.104,2735.584
42974,0,0,0,626.3888,785.3936,2006.874,1513.894,2735.374
42975,0,0,0,626.229,785.183,2006.663,1513.683,2735.163
42976,0,0,0,626.0692,784.9724,2006.452,1513.472,2734.952
42977,0,0,0,625.9094,784.7618,2006.242,1513.262,2734.742
42978,0,0,0,625.7496,784.5512,2006.031,1513.051,2734.531
42979,0,0,0,625.5898,784.3406,2005.821,1512.841,2734.321
42980,0,0,0,625.43,784.13,2005.61,1512.63,2734.11
42981,0,0,0,625.2702,783.9194,2005.399,1512.419,2733.899
42982,0,0,0,625.1104,783.7088,2005.189,1512.209,2733.689
42983,0,0,0,624.9506,783.4982,2004.978,1511.998,2733.478
42984,0,0,0,624.7908,783.2876,2004.768,1511.788,2733.268
42985,0,0,0,624.631,783.077,2004.557,1511.577,2733.057
42986,0,0,0,624.4712,782.8664,2004.346,1511.366,2732.846
42987,0,0,0,624.3114,782.6558,2004.136,1511.156,2732.636
42988,0,0,0,624.1516,782.4452,2003.925,1510.945,2732.425
42989,0,0,0,623.9918,782.2346,2003.715,1510.735,2732.215
42990,0,0,0,623.832,782.024,2003.504,1510.524,2732.004
42991,0,0,0,623.6722,781.8134,2003.293,1510.313,2731.793
42992,0,0,0,623.5124,781.6028,2003.083,1510.103,2731.583
42993,0,0,0,623.3526,781.3922,2002.872,1509.892,2731.372
42994,0,0,0,623.1928,781.1816,2002.662,1509.682,2731.162
42995,0,0,0,623.033,780.971,2002.451,1509.471,2730.951
42996,0,0,0,622.8732,780.7604,2002.24,1509.26,2730.74
42997,0,0,0,622.7134,780.5498,2002.03,1509.05,2730.53
42998,0,0,0,622.5536,780.3392,2001.819,1508.839,2730.319
42999,0,0,0,622.3938,780.1286,2001.609,1508.629,2730.109
43000,0,0,0,622.234,779.918,2001.398,1508.418,2729.898
43001,0,0,0,622.0742,779.7074,2001.187,1508.207,2729.687
43002,0,0,0,621.9144,779.4968,2000.977,1507.997,2729.477
43003,0,0,0,621.7546,779.2862,2000.766,1507.786,2729.266
43004,0,0,0,621.5948,779.0756,2000.556,1507.576,2729.056
43005,0,0,0,621.435,778.865,2000.345,1507.365,2728.845
43006,0,0,0,621.2752,778.6544,2000.134,1507.154,2728.634
43007,0,0,0,621.1154,778.4438,1999.924,1506.944,2728.424
43008,0,0,0,620.9556,778.2332,1999.713,1506.733,2728.213
43009,0,0,0,620.7958,778.0226,1999.503,1506.523,2728.003
43010,0,0,0,620.636,777.812,1999.292,1506.312,2727.792
43011,0,0,0,620.4762,777.6014,1999.081,1506.101,2727.581
43012,0,0,0,620.3164,777.3908,1998.871,1505.891,2727.371
43013,0,0,0,620.1566,777.1802,1998.66,1505.68,2727.16
43014,0,0,0,619.9968,776.9696,1998.45,1505.47,2726.95
43015,0,0,0,619.837,776.759,1998.239,1505.259,2726.739
43016,0,0,0,619.6772,776.5484,1998.028,1505.048,2726.528
43017,0,0,0,619.5174,776.3378,1997.818,1504.838,2726.318
43018,0,0,0,619.3576,776.1272,1997.607,1504.627,2726.107
43019,0,0,0,619.1978,775.9166,1997.397,1504.417,2725.897
43020,0,0,0,619.038,775.706,1997.186,1504.206,2725.686
43021,0,0,0,618.8782,775.4954,1996.975,1503.995,2725.475
43022,0,0,0,618.7184,775.2848,1996.765,1503.785,2725.265
43023,0,0,0,618.5586,775.0742,1996.554,1503.574,2725.054
43024,0,0,0,618.3988,774.8636,1996.344,1503.364,2724.844
43025,0,0,0,618.239,774.653,1996.133,1503.153,2724.633
43026,0,0,0,618.0792,774.4424,1995.922,1502.942,2724.422
43027,0,0,0,617.9194,774.2318,1995.712,1502.732,2724.212
43028,0,0,0,617.7596,774.0212,1995.501,1502.521,2724.001
43029,0,0,0,617.5998,773.8106,1995.291,1502.311,2723.791
43030,0,0,0,617.44,773.6,1995.08,1502.1,2723.58
43031,0,0,0,617.2802,773.3894,1994.869,1501.889,2723.369
43032,0,0,0,617.1204,773.1788,1994.659,1501.679,2723.159
43033,0,0,0,616.9606,772.9682,1994.448,1501.468,2722.948
43034,0,0,0,616.8008,772.7576,1994.238,1501.258,2722.738
43035,0,0,0,616.641,772.547,1994.027,1501.047,2722.527
43036,0,0,0,616.4812,772.3364,1993.816,1500.836,2722.316
43037,0,0,0,616.3214,772.1258,1993.606,1500.626,2722.106
43038,0,0,0,616.1616,771.9152,1993.395,1500.415,2721.895
43039,0,0,0,616.0018,771.7046,1993.185,1500.205,2721.685
43040,0,0,0,615.842,771.494,1992.974,1499.994,2721.474
43041,0,0,0,615.6822,771.2834,1992.763,1499.783,2721.263
43042,0,0,0,615.5224,771.0728,1992.553,1499.573,2721.053
43043,0,0,0,615.3626,770.8622,1992.342,1499.362,2720.842
43044,0,0,0,615.2028,770.6516,1992.132,1499.152,2720.632
43045,0,0,0,615.043,770.441,1991.921,1498.941,2720.421
43046,0,0,0,614.8832,770.2304,1991.71,1498.73,2720.21
43047,0,0,0,614.7234,770.0198,1991.5,1498.52,2720
43048,0,0,0,614.5636,769.8092,1991.289,1498.309,2719.789
43049,0,0,0,614.4038,769.5986,1991.079,1498.099,2719.579
43050,0,0,0,614.244,769.388,1990.868,1497.888,2719.368
43051,0,0,0,614.0842,769.1774,1990.657,1497.677,2719.157
43052,0,0,0,613.9244,768.9668,1990.447,1497.467,2718.947
43053,0,0,0,613.7646,768.7562,1990.236,1497.256,2718.736
43054,0,0,0,613.6048,768.5456,1990.026,1497.046,2718.526
43055,0,0,0,613.445,768.335,1989.815,1496.835,2718.315
43056,0,0,0,613.2852,768.1244,1989.604,1496.624,2718.104
43057,0,0,0,613.1254,767.9138,1989.394,1496.414,2717.894
43058,0,0,0,612.9656,767.7032,1989.183,1496.203,2717.683
43059,0,0,0,612.8058,767.4926,1988.973,1495.993,2717.473
43060,0,0,0,612.646,767.282,1988.762,1495.782,2717.262
43061,0,0,0,612.4862,767.0714,1988.551,1495.571,2717.051
43062,0,0,0,612.3264,766.8608,1988.341,1495.361,2716.841
43063,0,0,0,612.1666,766.6502,1988.13,1495.15,2716.63
43064,0,0,0,612.0068,766.4396,1987.92,1494.94,2716.42
43065,0,0,0,611.847,766.229,1987.709,1494.729,2716.209
43066,0,0,0,611.6872,766.0184,1987.498,1494.518,2715.998
43067,0,0,0,611.5274,765.8078,1987.288,1494.308,2715.788
43068,0,0,0,611.3676,765.5972,1987.077,1494.097,2715.577
43069,0,0,0,611.2078,765.3866,1986.867,1493.887,2715.367
43070,0,0,0,611.048,765.176,1986.656,1493.676,2715.156
43071,0,0,0,610.8882,764.9654,1986.445,1493.465,2714.945
43072,0,0,0,610.7284,764.7548,1986.235,1493.255,2714.735
43073,0,0,0,610.5686,764.5442,1986.024,1493.044,2714.524
43074,0,0,0,610.4088,764.3336,1985.814,1492.834,2714.314
43075,0,0,0,610.249,764.123,1985.603,1492.623,2714.103
43076,0,0,0,610.0892,763.9124,1985.392,1492.412,2713.892
43077,0,0,0,609.9294,763.7018,1985.182,1492.202,2713.682
43078,0,0,0,609.7696,763.4912,1984.971,1491.991,2713.471
43079,0,0,0,609.6098,763.2806,1984.761,1491.781,2713.261
43080,0,0,0,609.45,763.07,1984.55,1491.57,2713.05
43081,0,0,0,609.2902,762.8594,1984.339,1491.359,2712.839
43082,0,0,0,609.1304,762.6488,1984.129,1491.149,2712.629
43083,0,0,0,608.9706,762.4382,1983.918,1490.938,2712.418
43084,0,0,0,608.8108,762.2276,1983.708,1490.728,2712.208
43085,0,0,0,608.651,762.017,1983.497,1490.517,2711.997
43086,0,0,0,608.4912,761.8064,1983.286,1490.306,2711.786
43087,0,0,0,608.3314,761.5958,1983.076,1490.096,2711.576
43088,0,0,0,608.1716,761.3852,1982.865,1489.885,2711.365
43089,0,0,0,608.0118,761.1746,1982.655,1489.675,2711.155
43090,0,0,0,607.852,760.964,1982.444,1489.464,2710.944
43091,0,0,0,607.6922,760.7534,1982.233,1489.253,2710.733
43092,0,0,0,607.5324,760.5428,1982.023,1489.043,2710.523
43093,0,0,0,607.3726,760.3322,1981.812,1488.832,2710.312
43094,0,0,0,607.2128,760.1216,1981.602,1488.622,2710.102
43095,0,0,0,607.053,759.911,1981.391,1488.411,2709.891
43096,0,0,0,606.8932,759.7004,1981.18,1488.2,2709.68
43097,0,0,0,606.7334,759.4898,1980.97,1487.99,2709.47
43098,0,0,0,606.5736,759.2792,1980.759,1487.779,2709.259
43099,0,0,0,606.4138,759.0686,1980.549,1487.569,2709.049
43100,0,0,0,606.254,758.858,1980.338,1487.358,2708.838
43101,0,0,0,606.0942,758.6474,1980.127,1487.147,2708.627
43102,0,0,0,605.9344,758.4368,1979.917,1486.937,2708.417
43103,0,0,0,605.7746,758.2262,1979.706,1486.726,2708.206
43104,0,0,0,605.6148,758.0156,1979.496,1486.516,2707.996
43105,0,0,0,605.455,757.805,1979.285,1486.305,2707.785
43106,0,0,0,605.2952,757.5944,1979.074,1486.094,2707.574
43107,0,0,0,605.1354,757.3838,1978.864,1485.884,2707.364
43108,0,0,0,604.9756,757.1732,1978.653,1485.673,2707.153
43109,0,0,0,604.8158,756.9626,1978.443,1485.463,2706.943
43110,0,0,0,604.656,756.752,1978.232,1485.252,2706.732
43111,0,0,0,604.4962,756.5414,1978.021,1485.041,2706.521
43112,0,0,0,604.3364,756.3308,1977.811,1484.831,2706.311
43113,0,0,0,604.1766,756.1202,1977.6,1484.62,2706.1
43114,0,0,0,604.0168,755.9096,1977.39,1484.41,2705.89
43115,0,0,0,603.857,755.699,1977.179,1484.199,2705.679
43116,0,0,0,603.6972,755.4884,1976.968,1483.988,2705.468
43117,0,0,0,603.5374,755.2778,1976.758,1483.778,2705.258
43118,0,0,0,603.3776,755.0672,1976.547,1483.567,2705.047
43119,0,0,0,603.2178,754.8566,1976.337,1483.357,2704.837
43120,0,0,0,603.058,754.646,1976.126,1483.146,2704.626
43121,0,0,0,602.8982,754.4354,1975.915,1482.935,2704.415
43122,0,0,0,602.7384,754.2248,1975.705,1482.725,2704.205
43123,0,0,0,602.5786,754.0142,1975.494,1482.514,2703.994
43124,0,0,0,602.4188,753.8036,1975.284,1482.304,2703.784
43125,0,0,0,602.259,753.593,1975.073,1482.093,2703.573
43126,0,0,0,602.0992,753.3824,1974.862,1481.882,2703.362
43127,0,0,0,601.9394,753.1718,1974.652,1481.672,2703.152
43128,0,0,0,601.7796,752.9612,1974.441,1481.461,2702.941
43129,0,0,0,601.6198,752.7506,1974.231,1481.251,2702.731
43130,0,0,0,601.46,752.54,1974.02,1481.04,2702.52
43131,0,0,0,601.3002,752.3294,1973.809,1480.829,2702.309
43132,0,0,0,601.1404,752.1188,1973.599,1480.619,2702.099
43133,0,0,0,600.9806,751.9082,1973.388,1480.408,2701.888
43134,0,0,0,600.8208,751.6976,1973.178,1480.198,2701.678
43135,0,0,0,600.661,751.487,1972.967,1479.987,2701.467
43136,0,0,0,600.5012,751.2764,1972.756,1479.776,2701.256
43137,0,0,0,600.3414,751.0658,1972.546,1479.566,2701.046
43138,0,0,0,600.1816,750.8552,1972.335,1479.355,2700.835
43139,0,0,0,600.0218,750.6446,1972.125,1479.145,2700.625
43140,0,0,0,599.862,750.434,1971.914,1478.934,2700.414
43141,0,0,0,599.7022,750.2234,1971.703,1478.723,2700.203
43142,0,0,0,599.5424,750.0128,1971.493,1478.513,2699.993
43143,0,0,0,599.3826,749.8022,1971.282,1478.302,2699.782
43144,0,0,0,599.2228,749.5916,1971.072,1478.092,2699.572
43145,0,0,0,599.063,749.381,1970.861,1477.881,2699.361
43146,0,0,0,598.9032,749.1704,1970.65,1477.67,2699.15
43147,0,0,0,598.7434,748.9598,1970.44,1477.46,2698.94
43148,0,0,0,598.5836,748.7492,1970.229,1477.249,2698.729
43149,0,0,0,598.4238,748.5386,1970.019,1477.039,2698.519
43150,0,0,0,598.264,748.328,1969.808,1476.828,2698.308
43151,0,0,0,598.1042,748.1174,1969.597,1476.617,2698.097
43152,0,0,0,597.9444,747.9068,1969.387,1476.407,2697.887
43153,0,0,0,597.7846,747.6962,1969.176,1476.196,2697.676
43154,0,0,0,597.6248,747.4856,1968.966,1475.986,2697.466
43155,0,0,0,597.465,747.275,1968.755,1475.775,2697.255
43156,0,0,0,597.3052,747.0644,1968.544,1475.564,2697.044
43157,0,0,0,597.1454,746.8538,1968.334,1475.354,2696.834
43158,0,0,0,596.9856,746.6432,1968.123,1475.143,2696.623
43159,0,0,0,596.8258,746.4326,1967.913,1474.933,2696.413
43160,0,0,0,596.666,746.222,1967.702,1474.722,2696.202
43161,0,0,0,596.5062,746.0114,1967.491,1474.511,2695.991
43162,0,0,0,596.3464,745.8008,1967.281,1474.301,2695.781
43163,0,0,0,596.1866,745.5902,1967.07,1474.09,2695.57
43164,0,0,0,596.0268,745.3796,1966.86,1473.88,2695.36
43165,0,0,0,595.867,745.169,1966.649,1473.669,2695.149
43166,0,0,0,595.7072,744.9584,1966.438,1473.458,2694.938
43167,0,0,0,595.5474,744.7478,1966.228,1473.248,2694.728
43168,0,0,0,595.3876,744.5372,1966.017,1473.037,2694.517
43169,0,0,0,595.2278,744.3266,1965.807,1472.827,2694.307
43170,0,0,0,595.068,744.116,1965.596,1472.616,2694.096
43171,0,0,0,594.9082,743.9054,1965.385,1472.405,2693.885
43172,0,0,0,594.7484,743.6948,1965.175,1472.195,2693.675
43173,0,0,0,594.5886,743.4842,1964.964,1471.984,2693.464
43174,0,0,0,594.4288,743.2736,1964.754,1471.774,2693.254
43175,0,0,0,594.269,743.063,1964.543,1471.563,2693.043
43176,0,0,0,594.1092,742.8524,1964.332,1471.352,2692.832
43177,0,0,0,593.9494,742.6418,1964.122,1471.142,2692.622
43178,0,0,0,593.7896,742.4312,1963.911,1470.931,2692.411
43179,0,0,0,593.6298,742.2206,1963.701,1470.721,2692.201
43180,0,0,0,593.47,742.01,1963.49,1470.51,2691.99
43181,0,0,0,593.3102,741.7994,1963.279,1470.299,2691.779
43182,0,0,0,593.1504,741.5888,1963.069,1470.089,2691.569
43183,0,0,0,592.9906,741.3782,1962.858,1469.878,2691.358
43184,0,0,0,592.8308,741.1676,1962.648,1469.668,2691.148
43185,0,0,0,592.671,740.957,1962.437,1469.457,2690.937
43186,0,0,0,592.5112,740.7464,1962.226,1469.246,2690.726
43187,0,0,0,592.3514,740.5358,1962.016,1469.036,2690.516
43188,0,0,0,592.1916,740.3252,1961.805,1468.825,2690.305
43189,0,0,0,592.0318,740.1146,1961.595,1468.615,2690.095
43190,0,0,0,591.872,739.904,1961.384,1468.404,2689.884
43191,0,0,0,591.7122,739.6934,1961.173,1468.193,2689.673
43192,0,0,0,591.5524,739.4828,1960.963,1467.983,2689.463
43193,0,0,0,591.3926,739.2722,1960.752,1467.772,2689.252
43194,0,0,0,591.2328,739.0616,1960.542,1467.562,2689.042
43195,0,0,0,591.073,738.851,1960.331,1467.351,2688.831
43196,0,0,0,590.9132,738.6404,1960.12,1467.14,2688.62
43197,0,0,0,590.7534,738.4298,1959.91,1466.93,2688.41
43198,0,0,0,590.5936,738.2192,1959.699,1466.719,2688.199
43199,0,0,0,590.4338,738.0086,1959.489,1466.509,2687.989
43200,0,0,0,590.274,737.798,1959.278,1466.298,2687.778
43201,0,0,0,590.1142,737.5874,1959.067,1466.087,2687.567
43202,0,0,0,589.9544,737.3768,1958.857,1465.877,2687.357
43203,0,0,0,589.7946,737.1662,1958.646,1465.666,2687.146
43204,0,0,0,589.6348,736.9556,1958.436,1465.456,2686.936
43205,0,0,0,589.475,736.745,1958.225,1465.245,2686.725
43206,0,0,0,589.3152,736.5344,1958.014,1465.034,2686.514
43207,0,0,0,589.1554,736.3238,1957.804,1464.824,2686.304
43208,0,0,0,588.9956,736.1132,1957.593,1464.613,2686.093
43209,0,0,0,588.8358,735.9026,1957.383,1464.403,2685.883
43210,0,0,0,588.676,735.692,1957.172,1464.192,2685.672
43211,0,0,0,588.5162,735.4814,1956.961,1463.981,2685.461
43212,0,0,0,588.3564,735.2708,1956.751,1463.771,2685.251
43213,0,0,0,588.1966,735.0602,1956.54,1463.56,2685.04
43214,0,0,0,588.0368,734.8496,1956.33,1463.35,2684.83
43215,0,0,0,587.877,734.639,1956.119,1463.139,2684.619
43216,0,0,0,587.7172,734.4284,1955.908,1462.928,2684.408
43217,0,0,0,587.5574,734.2178,1955.698,1462.718,2684.198
43218,0,0,0,587.3976,734.0072,1955.487,1462.507,2683.987
43219,0,0,0,587.2378,733.7966,1955.277,1462.297,2683.777
43220,0,0,0,587.078,733.586,1955.066,1462.086,2683.566
43221,0,0,0,586.9182,733.3754,1954.855,1461.875,2683.355
43222,0,0,0,586.7584,733.1648,1954.645,1461.665,2683.145
43223,0,0,0,586.5986,732.9542,1954.434,1461.454,2682.934
43224,0,0,0,586.4388,732.7436,1954.224,1461.244,2682.724
43225,0,0,0,586.279,732.533,1954.013,1461.033,2682.513
43226,0,0,0,586.1192,732.3224,1953.802,1460.822,2682.302
43227,0,0,0,585.9594,732.1118,1953.592,1460.612,2682.092
43228,0,0,0,585.7996,731.9012,1953.381,1460.401,2681.881
43229,0,0,0,585.6398,731.6906,1953.171,1460.191,2681.671
43230,0,0,0,585.48,731.48,1952.96,1459.98,2681.46
43231,0,0,0,585.3202,731.2694,1952.749,1459.769,2681.249
43232,0,0,0,585.1604,731.0588,1952.539,1459.559,2681.039
43233,0,0,0,585.0006,730.8482,1952.328,1459.348,2680.828
43234,0,0,0,584.8408,730.6376,1952.118,1459.138,2680.618
43235,0,0,0,584.681,730.427,1951.907,1458.927,2680.407
